id,D,L,l,d,z,a_,d_1_,d_2_,l_,L_,f_,q_,morse_taper,execution,fi_,type_cutter_,material,type_of_cutting_part_,group,tool_type,standard,D_1,f_additional_,D_additional,P,l_nominal_,d_,d_additional_,d_1_additional_,direction,B,c_,c_additional_,h_,R,R_additional,m_n0_,L_additional,K,K_additional,accuracy,D_2,l_1_,f_deviation_,g_,g_deviation_,zxd_xD,z_0_,series,groove_accuracy,m_0_,subgroup,h_additional_,m_,metric_shank,b_,S,t_,d_0_,l_additional_,omega_,l_2_,r_,r_additional_,B_additional,H,omega_u_,D_deviation,c_general_purpose_,c_keyway_,metric_taper,alpha_,created_at,updated_at
2063,60.0,284.0,,,6.0,,,,106.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2064,60.0,303.0,,,6.0,,,,125.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2065,60.0,303.0,,,6.0,,,,125.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2066,60.0,303.0,,,6.0,,,,125.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2067,60.0,303.0,,,6.0,,,,125.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2068,60.0,303.0,,,6.0,,,,125.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2069,60.0,303.0,,,6.0,,,,125.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2070,60.0,328.0,,,6.0,,,,150.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2071,60.0,328.0,,,6.0,,,,150.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2072,60.0,328.0,,,6.0,,,,150.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2073,60.0,328.0,,,6.0,,,,150.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2074,60.0,328.0,,,6.0,,,,150.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2075,60.0,328.0,,,6.0,,,,150.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2076,60.0,358.0,,,6.0,,,,180.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2077,60.0,358.0,,,6.0,,,,180.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2078,60.0,358.0,,,6.0,,,,180.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2079,60.0,358.0,,,6.0,,,,180.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2080,60.0,358.0,,,6.0,,,,180.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2081,60.0,358.0,,,6.0,,,,180.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2082,60.0,398.0,,,6.0,,,,220.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2083,60.0,398.0,,,6.0,,,,220.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2084,60.0,398.0,,,6.0,,,,220.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2085,60.0,398.0,,,6.0,,,,220.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2086,60.0,398.0,,,6.0,,,,220.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2087,60.0,398.0,,,6.0,,,,220.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2088,60.0,438.0,,,6.0,,,,260.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2089,60.0,438.0,,,6.0,,,,260.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2090,60.0,438.0,,,6.0,,,,260.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2091,60.0,438.0,,,6.0,,,,260.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2092,60.0,438.0,,,6.0,,,,260.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2093,60.0,438.0,,,6.0,,,,260.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2094,63.0,270.0,,,6.0,,,,90.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2095,63.0,270.0,,,6.0,,,,90.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2096,63.0,270.0,,,6.0,,,,90.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2097,63.0,270.0,,,6.0,,,,90.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2098,63.0,270.0,,,6.0,,,,90.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2099,63.0,360.0,,,6.0,,,,180.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2100,63.0,360.0,,,6.0,,,,180.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2101,63.0,360.0,,,6.0,,,,180.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2102,63.0,360.0,,,6.0,,,,180.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2103,63.0,360.0,,,6.0,,,,180.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2104,63.0,360.0,,,6.0,,,,180.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2105,16.0,112.0,,,4.0,,,,13.0,,,,3,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2106,16.0,122.0,,,4.0,,,,23.0,,,,3,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2107,16.0,135.0,,,4.0,,,,36.0,,,,3,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2108,20.0,120.0,,,4.0,,,,21.0,,,,3,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2109,20.0,136.0,,,4.0,,,,37.0,,,,3,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2110,20.0,157.0,,,4.0,,,,58.0,,,,3,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2111,22.0,146.0,,,4.0,,,,21.0,,,,4,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2112,22.0,162.0,,,4.0,,,,37.0,,,,4,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2113,22.0,183.0,,,4.0,,,,58.0,,,,4,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2114,25.0,146.0,,,4.0,,,,21.0,,,,4,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2115,25.0,162.0,,,4.0,,,,37.0,,,,4,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2116,25.0,183.0,,,4.0,,,,58.0,,,,4,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2117,25.0,199.0,,,4.0,,,,74.0,,,,4,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2118,32.0,174.0,,,4.0,,,,19.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2119,32.0,189.0,,,4.0,,,,34.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2120,32.0,208.0,,,4.0,,,,53.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2121,32.0,227.0,,,4.0,,,,72.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2122,32.0,246.0,,,4.0,,,,91.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2123,40.0,177.0,,,4.0,,,,22.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2124,40.0,193.0,,,4.0,,,,38.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2125,40.0,215.0,,,4.0,,,,60.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2126,40.0,237.0,,,4.0,,,,82.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2127,40.0,259.0,,,4.0,,,,104.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2128,40.0,177.0,,,6.0,,,,22.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2129,40.0,193.0,,,6.0,,,,38.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2130,40.0,215.0,,,6.0,,,,60.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2131,40.0,237.0,,,6.0,,,,82.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2132,40.0,259.0,,,6.0,,,,104.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2133,50.0,177.0,,,4.0,,,,22.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2134,50.0,193.0,,,4.0,,,,38.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2135,50.0,215.0,,,4.0,,,,60.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2136,50.0,237.0,,,4.0,,,,82.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2137,50.0,259.0,,,4.0,,,,104.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2138,50.0,297.0,,,4.0,,,,142.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2139,50.0,177.0,,,6.0,,,,22.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2140,50.0,193.0,,,6.0,,,,38.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2141,50.0,215.0,,,6.0,,,,60.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2142,50.0,237.0,,,6.0,,,,82.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2143,50.0,259.0,,,6.0,,,,104.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2144,50.0,297.0,,,6.0,,,,142.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2145,40.0,259.0,,,4.0,,,,104.0,,,,5,,90.0,Концевая,1,0.0,,Фреза,ГОСТ 24637-81,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
