index,Обозначение,a_,D,d_1_,d_2_,l_,L,f_,q_,z,Конус_Морзе,Исполнение,fi_,type_cutter_,mat_,type_of_cutting_part_,Группа,Тип_инструмента,Стандарт,D_1,f_доп._,D_доп.,P,l_номин._,d_,d_доп._,d_1_доп._,Направление,B,c_,c_доп._,h_,R,R_доп.,m_n0_,L_доп.,K,K_доп.,Точность,D_2,l_1_,f_откл._,g_,g_откл._,zxd_xD,z_0_,Серия,Точность_паза,m_0_,Подгруппа,h_доп._,m_,Метрический_хвостовик,b_,S,t_,d_0_,l_доп._,omega_,l_2_,r_,r_доп._,B_доп.,H,omega_u_,D_откл.,c_общего_назначения_,c_для_шпоночных_пазов_,Конус_метрический,alpha_
1587,2223-3863,,18.0,,,75.0,186.0,,,3.0,3,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,2223-3864,,18.0,,,75.0,186.0,,,3.0,3,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,2223-3865,,18.0,,,75.0,186.0,,,3.0,3,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,2223-3866,,18.0,,,75.0,186.0,,,3.0,3,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,2223-3871,,18.0,,,90.0,201.0,,,3.0,3,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,2223-3872,,18.0,,,90.0,201.0,,,3.0,3,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,2223-3873,,18.0,,,90.0,201.0,,,3.0,3,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,2223-3874,,18.0,,,90.0,201.0,,,3.0,3,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,2223-3875,,18.0,,,90.0,201.0,,,3.0,3,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,2223-3876,,18.0,,,90.0,201.0,,,3.0,3,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,2223-3881,,20.0,,,38.0,146.0,,,3.0,3,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,2223-3882,,20.0,,,38.0,146.0,,,3.0,3,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,2223-3883,,20.0,,,38.0,146.0,,,3.0,3,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,2223-3884,,20.0,,,38.0,146.0,,,3.0,3,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,2223-3885,,20.0,,,38.0,146.0,,,3.0,3,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,2223-3886,,20.0,,,38.0,146.0,,,3.0,3,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,2223-3891,,20.0,,,45.0,153.0,,,3.0,3,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,2223-3892,,20.0,,,45.0,153.0,,,3.0,3,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,2223-3893,,20.0,,,45.0,153.0,,,3.0,3,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,2223-3894,,20.0,,,45.0,153.0,,,3.0,3,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,2223-3895,,20.0,,,45.0,153.0,,,3.0,3,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,2223-3896,,20.0,,,45.0,153.0,,,3.0,3,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,2223-3901,,20.0,,,53.0,161.0,,,3.0,3,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,2223-3902,,20.0,,,53.0,161.0,,,3.0,3,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,2223-3903,,20.0,,,53.0,161.0,,,3.0,3,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,2223-3904,,20.0,,,53.0,161.0,,,3.0,3,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,2223-3905,,20.0,,,53.0,161.0,,,3.0,3,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,2223-3906,,20.0,,,53.0,161.0,,,3.0,3,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,2223-3911,,20.0,,,63.0,171.0,,,3.0,3,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,2223-3912,,20.0,,,63.0,171.0,,,3.0,3,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,2223-3913,,20.0,,,63.0,171.0,,,3.0,3,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,2223-3914,,20.0,,,63.0,171.0,,,3.0,3,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,2223-3915,,20.0,,,63.0,171.0,,,3.0,3,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,2223-3916,,20.0,,,63.0,171.0,,,3.0,3,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,2223-3921,,20.0,,,75.0,213.0,,,3.0,4,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,2223-3922,,20.0,,,75.0,213.0,,,3.0,4,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,2223-3923,,20.0,,,75.0,213.0,,,3.0,4,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,2223-3924,,20.0,,,75.0,213.0,,,3.0,4,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,2223-3925,,20.0,,,75.0,213.0,,,3.0,4,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,2223-3926,,20.0,,,75.0,213.0,,,3.0,4,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,2223-3931,,20.0,,,90.0,228.0,,,3.0,4,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,2223-3932,,20.0,,,90.0,228.0,,,3.0,4,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,2223-3933,,20.0,,,90.0,228.0,,,3.0,4,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,2223-3934,,20.0,,,90.0,228.0,,,3.0,4,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,2223-3935,,20.0,,,90.0,228.0,,,3.0,4,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,2223-3936,,20.0,,,90.0,228.0,,,3.0,4,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,2223-3941,,20.0,,,100.0,238.0,,,3.0,4,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,2223-3942,,20.0,,,100.0,238.0,,,3.0,4,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,2223-3943,,20.0,,,100.0,238.0,,,3.0,4,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,2223-3945,,20.0,,,100.0,238.0,,,3.0,4,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,2223-3946,,20.0,,,100.0,238.0,,,3.0,4,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,2223-3951,,22.0,,,38.0,146.0,,,3.0,3,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,2223-3952,,22.0,,,38.0,146.0,,,3.0,3,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,2223-3953,,22.0,,,38.0,146.0,,,3.0,3,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,2223-3954,,22.0,,,38.0,146.0,,,3.0,3,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,2223-3955,,22.0,,,38.0,146.0,,,3.0,3,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,2223-3956,,22.0,,,38.0,146.0,,,3.0,3,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,2223-3961,,22.0,,,45.0,153.0,,,3.0,3,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,2223-3962,,22.0,,,45.0,153.0,,,3.0,3,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,2223-3963,,22.0,,,45.0,153.0,,,3.0,3,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,2223-3964,,22.0,,,45.0,153.0,,,3.0,3,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,2223-3965,,22.0,,,45.0,153.0,,,3.0,3,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,2223-3966,,22.0,,,45.0,153.0,,,3.0,3,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,2223-3971,,22.0,,,53.0,161.0,,,3.0,3,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,2223-3972,,22.0,,,53.0,161.0,,,3.0,3,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,2223-3973,,22.0,,,53.0,161.0,,,3.0,3,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,2223-3974,,22.0,,,53.0,161.0,,,3.0,3,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,2223-3975,,22.0,,,53.0,161.0,,,3.0,3,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,2223-3976,,22.0,,,53.0,161.0,,,3.0,3,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,2223-3981,,22.0,,,63.0,171.0,,,3.0,3,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,2223-3982,,22.0,,,63.0,171.0,,,3.0,3,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,2223-3983,,22.0,,,63.0,171.0,,,3.0,3,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,2223-3984,,22.0,,,63.0,171.0,,,3.0,3,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,2223-3985,,22.0,,,63.0,171.0,,,3.0,3,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,2223-3986,,22.0,,,63.0,171.0,,,3.0,3,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,2223-3991,,22.0,,,75.0,216.0,,,3.0,4,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,2223-3992,,22.0,,,75.0,216.0,,,3.0,4,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,2223-3993,,22.0,,,75.0,216.0,,,3.0,4,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,2223-3994,,22.0,,,75.0,216.0,,,3.0,4,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,2223-3995,,22.0,,,75.0,216.0,,,3.0,4,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,2223-3996,,22.0,,,75.0,216.0,,,3.0,4,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,2223-4001,,22.0,,,90.0,231.0,,,3.0,4,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,2223-4002,,22.0,,,90.0,231.0,,,3.0,4,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,2223-4003,,22.0,,,90.0,231.0,,,3.0,4,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,2223-4004,,22.0,,,90.0,231.0,,,3.0,4,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,2223-4005,,22.0,,,90.0,231.0,,,3.0,4,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,2223-4006,,22.0,,,90.0,231.0,,,3.0,4,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,2223-4011,,22.0,,,106.0,247.0,,,3.0,4,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,2223-4012,,22.0,,,106.0,247.0,,,3.0,4,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,2223-4013,,22.0,,,106.0,247.0,,,3.0,4,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,2223-4014,,22.0,,,106.0,247.0,,,3.0,4,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,2223-4015,,22.0,,,106.0,247.0,,,3.0,4,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,2223-4016,,22.0,,,106.0,247.0,,,3.0,4,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,2223-4021,,24.0,,,45.0,183.0,,,3.0,4,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,2223-4022,,24.0,,,45.0,183.0,,,3.0,4,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,2223-4023,,24.0,,,45.0,183.0,,,3.0,4,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,2223-4024,,24.0,,,45.0,183.0,,,3.0,4,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,2223-4025,,24.0,,,45.0,183.0,,,3.0,4,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,2223-4026,,24.0,,,45.0,183.0,,,3.0,4,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,2223-4031,,24.0,,,53.0,191.0,,,3.0,4,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,2223-4032,,24.0,,,53.0,191.0,,,3.0,4,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,2223-4033,,24.0,,,53.0,191.0,,,3.0,4,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,2223-4034,,24.0,,,53.0,191.0,,,3.0,4,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,2223-4035,,24.0,,,53.0,191.0,,,3.0,4,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,2223-4036,,24.0,,,53.0,191.0,,,3.0,4,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
