index,Обозначение,D,d_1_,d_2_,l_,L,z,Конус_Морзе,Исполнение,fi_,mat_,Группа,Тип_инструмента,Стандарт,D_1,d_,h_,l_1_,l_2_,r_,l_0_,Тип_развертки,fi_1_,gamma_,lambda_,Конусность_развертки,d_2_доп._
13647,2363-3832,14.0,,,16.0,160.0,4.0,1.0,4,5.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13648,2363-3833,15.0,,,16.0,160.0,4.0,1.0,4,5.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13649,2363-3834,16.0,,,19.0,170.0,6.0,2.0,4,5.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13650,2363-3835,17.0,,,19.0,170.0,6.0,2.0,4,5.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13651,2363-3836,18.0,,,19.0,180.0,6.0,2.0,4,5.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13652,2363-3837,19.0,,,19.0,190.0,6.0,2.0,4,5.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13653,2363-3838,20.0,,,19.0,190.0,6.0,2.0,4,5.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13654,2363-3839,21.0,,,19.0,190.0,6.0,2.0,4,5.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13655,2363-3841,22.0,,,19.0,200.0,6.0,2.0,4,5.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13656,2363-3842,23.0,,,19.0,200.0,6.0,2.0,4,5.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13657,2363-3843,24.0,,,19.0,210.0,6.0,3.0,4,5.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13658,2363-3844,25.0,,,19.0,220.0,6.0,3.0,4,5.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13659,2363-3845,26.0,,,22.0,220.0,6.0,3.0,4,5.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13660,2363-3846,27.0,,,22.0,220.0,6.0,3.0,4,5.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13661,2363-3847,28.0,,,22.0,240.0,6.0,3.0,4,5.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13662,2363-3848,30.0,,,22.0,240.0,6.0,3.0,4,5.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13663,2363-3849,32.0,,,22.0,240.0,6.0,3.0,4,5.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13664,2363-3851,11.0,,,16.0,140.0,4.0,1.0,4,15.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13665,2363-3852,12.0,,,16.0,150.0,4.0,1.0,4,15.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13666,2363-3853,13.0,,,16.0,150.0,4.0,1.0,4,15.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13667,2363-3854,14.0,,,16.0,160.0,4.0,1.0,4,15.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13668,2363-3855,15.0,,,16.0,160.0,4.0,1.0,4,15.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13669,2363-3856,16.0,,,19.0,170.0,6.0,2.0,4,15.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13670,2363-3857,17.0,,,19.0,170.0,6.0,2.0,4,15.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13671,2363-3858,18.0,,,19.0,180.0,6.0,2.0,4,15.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13672,2363-3859,19.0,,,19.0,190.0,6.0,2.0,4,15.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13673,2363-3861,20.0,,,19.0,190.0,6.0,2.0,4,15.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13674,2363-3862,21.0,,,19.0,190.0,6.0,2.0,4,15.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13675,2363-3863,22.0,,,19.0,200.0,6.0,2.0,4,15.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13676,2363-3864,23.0,,,19.0,200.0,6.0,2.0,4,15.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13677,2363-3865,24.0,,,19.0,210.0,6.0,3.0,4,15.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13678,2363-3866,25.0,,,19.0,220.0,6.0,3.0,4,15.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13679,2363-3867,26.0,,,22.0,220.0,6.0,3.0,4,15.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13680,2363-3868,27.0,,,22.0,220.0,6.0,3.0,4,15.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13681,2363-3869,28.0,,,22.0,240.0,6.0,3.0,4,15.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13682,2363-3871,30.0,,,22.0,240.0,6.0,3.0,4,15.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13683,2363-3872,32.0,,,22.0,240.0,6.0,3.0,4,15.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13684,2363-3873,11.0,,,16.0,140.0,4.0,1.0,4,45.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13685,2363-3874,12.0,,,16.0,150.0,4.0,1.0,4,45.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13686,2363-3875,13.0,,,16.0,150.0,4.0,1.0,4,45.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13687,2363-3876,14.0,,,16.0,160.0,4.0,1.0,4,45.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13688,2363-3877,15.0,,,16.0,160.0,4.0,1.0,4,45.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13689,2363-3878,16.0,,,19.0,170.0,6.0,2.0,4,45.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13690,2363-3879,17.0,,,19.0,170.0,6.0,2.0,4,45.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13691,2363-3881,18.0,,,19.0,180.0,6.0,2.0,4,45.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13692,2363-3882,19.0,,,19.0,190.0,6.0,2.0,4,45.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13693,2363-3883,20.0,,,19.0,190.0,6.0,2.0,4,45.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13694,2363-3884,21.0,,,19.0,190.0,6.0,2.0,4,45.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13695,2363-3885,22.0,,,19.0,200.0,6.0,2.0,4,45.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13696,2363-3886,23.0,,,19.0,200.0,6.0,2.0,4,45.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13697,2363-3887,24.0,,,19.0,210.0,6.0,3.0,4,45.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13698,2363-3888,25.0,,,19.0,220.0,6.0,3.0,4,45.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13699,2363-3889,26.0,,,22.0,220.0,6.0,3.0,4,45.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13700,2363-3891,27.0,,,22.0,220.0,6.0,3.0,4,45.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13701,2363-3892,28.0,,,22.0,240.0,6.0,3.0,4,45.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13702,2363-3893,30.0,,,22.0,240.0,6.0,3.0,4,45.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13703,2363-3894,32.0,,,22.0,240.0,6.0,3.0,4,45.0,4,Тип 1,Развертка,ГОСТ 28321-89,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13704,2363-3895,25.0,13.0,21.0,22.0,45.0,6.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,36.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13705,2363-3896,25.0,13.0,21.0,22.0,45.0,6.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,36.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13706,2363-3897,26.0,13.0,21.0,22.0,45.0,6.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,36.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13707,2363-3898,26.0,13.0,21.0,22.0,45.0,6.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,36.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13708,2363-3899,27.0,13.0,21.0,22.0,45.0,6.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,36.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13709,2363-3901,27.0,13.0,21.0,22.0,45.0,6.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,36.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13710,2363-3902,28.0,13.0,21.0,22.0,45.0,6.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,36.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13711,2363-3903,28.0,13.0,21.0,22.0,45.0,6.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,36.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13712,2363-3904,30.0,13.0,21.0,22.0,45.0,6.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,36.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13713,2363-3905,30.0,13.0,21.0,22.0,45.0,6.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,36.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13714,2363-3906,32.0,13.0,21.0,22.0,45.0,6.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,36.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13715,2363-3907,32.0,13.0,21.0,22.0,45.0,6.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,36.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13716,2363-3908,34.0,13.0,21.0,22.0,45.0,6.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,36.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13717,2363-3909,34.0,13.0,21.0,22.0,45.0,6.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,36.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13718,2363-3911,35.0,13.0,21.0,22.0,45.0,6.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,36.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13719,2363-3912,35.0,13.0,21.0,22.0,45.0,6.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,36.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13720,2363-3913,36.0,16.0,27.0,22.0,50.0,6.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,40.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13721,2363-3914,36.0,16.0,27.0,22.0,50.0,6.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,40.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13722,2363-3915,38.0,16.0,27.0,22.0,50.0,6.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,40.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13723,2363-3916,38.0,16.0,27.0,22.0,50.0,6.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,40.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13724,2363-3917,40.0,16.0,27.0,22.0,50.0,6.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,40.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13725,2363-3918,40.0,16.0,27.0,22.0,50.0,6.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,40.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13726,2363-3919,42.0,16.0,27.0,22.0,50.0,6.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,40.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13727,2363-3921,42.0,16.0,27.0,22.0,50.0,6.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,40.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13728,2363-3922,44.0,16.0,27.0,22.0,50.0,8.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,40.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13729,2363-3923,44.0,16.0,27.0,22.0,50.0,8.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,40.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13730,2363-3924,45.0,16.0,27.0,22.0,50.0,8.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,40.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13731,2363-3925,45.0,16.0,27.0,22.0,50.0,8.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,40.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13732,2363-3926,46.0,19.0,32.0,25.0,56.0,8.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13733,2363-3927,46.0,19.0,32.0,25.0,56.0,8.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13734,2363-3928,48.0,19.0,32.0,25.0,56.0,8.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13735,2363-3929,48.0,19.0,32.0,25.0,56.0,8.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13736,2363-3931,50.0,19.0,32.0,25.0,56.0,8.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13737,2363-3932,50.0,19.0,32.0,25.0,56.0,8.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13738,2363-3933,52.0,19.0,32.0,25.0,56.0,8.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13739,2363-3934,52.0,19.0,32.0,25.0,56.0,8.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13740,2363-3935,55.0,22.0,39.0,30.0,63.0,8.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13741,2363-3936,55.0,22.0,39.0,30.0,63.0,8.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13742,2363-3937,56.0,22.0,39.0,30.0,63.0,8.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13743,2363-3938,56.0,22.0,39.0,30.0,63.0,8.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13744,2363-3939,60.0,22.0,39.0,30.0,63.0,8.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13745,2363-3941,60.0,22.0,39.0,30.0,63.0,8.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13746,2363-3942,63.0,22.0,39.0,30.0,63.0,10.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13747,2363-3943,63.0,22.0,39.0,30.0,63.0,10.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13748,2363-3944,65.0,27.0,46.0,30.0,71.0,10.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13749,2363-3945,65.0,27.0,46.0,30.0,71.0,10.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13750,2363-3946,67.0,27.0,46.0,32.0,71.0,10.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13751,2363-3947,67.0,27.0,46.0,32.0,71.0,10.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13752,2363-3948,70.0,27.0,46.0,32.0,71.0,10.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13753,2363-3949,70.0,27.0,46.0,32.0,71.0,10.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13754,2363-3951,71.0,27.0,46.0,32.0,71.0,10.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13755,2363-3952,71.0,27.0,46.0,32.0,71.0,10.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13756,2363-3953,75.0,27.0,46.0,32.0,71.0,10.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13757,2363-3954,75.0,27.0,46.0,32.0,71.0,10.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13758,2363-3955,80.0,32.0,55.0,32.0,80.0,10.0,,2,90.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,63.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13759,2363-3956,80.0,32.0,55.0,32.0,80.0,10.0,,1,15.0,"8,9,10,51",Тип 2,Развертка,ГОСТ 28321-89,,,,63.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13760,2363-3987,32.0,13.0,21.0,36.0,22.0,6.0,,1,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13761,2363-3988,34.0,13.0,21.0,36.0,22.0,6.0,,1,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13762,2363-3989,35.0,13.0,21.0,36.0,22.0,6.0,,1,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13763,2363-3991,36.0,16.0,27.0,40.0,22.0,8.0,,1,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13764,2363-3992,38.0,16.0,27.0,40.0,22.0,8.0,,1,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13765,2363-3993,40.0,16.0,27.0,40.0,22.0,8.0,,1,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13766,2363-3994,42.0,16.0,27.0,40.0,22.0,10.0,,1,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13767,2363-3995,44.0,16.0,27.0,40.0,22.0,10.0,,1,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13768,2363-3996,45.0,16.0,27.0,40.0,22.0,10.0,,1,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13769,2363-3997,46.0,19.0,32.0,45.0,25.0,10.0,,1,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13770,2363-3998,48.0,19.0,32.0,45.0,25.0,10.0,,1,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13771,2363-3999,50.0,19.0,32.0,45.0,25.0,10.0,,1,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13772,2364-0301,32.0,,,38.0,292.0,6.0,3.0,,5.0,,Тип 1,Развертка,ГОСТ 883-80,,,3.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13773,2364-0302,32.0,,,38.0,292.0,6.0,3.0,,15.0,,Тип 1,Развертка,ГОСТ 883-80,,,3.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13774,2364-0303,32.0,,,38.0,292.0,6.0,3.0,,45.0,,Тип 1,Развертка,ГОСТ 883-80,,,3.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13775,2364-0304,32.0,,,38.0,317.0,6.0,4.0,,5.0,,Тип 1,Развертка,ГОСТ 883-80,,,3.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13776,2364-0305,32.0,,,38.0,317.0,6.0,4.0,,15.0,,Тип 1,Развертка,ГОСТ 883-80,,,3.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13777,2364-0306,32.0,,,38.0,317.0,6.0,4.0,,45.0,,Тип 1,Развертка,ГОСТ 883-80,,,3.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13778,2364-0307,34.0,,,38.0,296.0,6.0,3.0,,5.0,,Тип 1,Развертка,ГОСТ 883-80,,,3.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13779,2364-0308,34.0,,,38.0,296.0,6.0,3.0,,15.0,,Тип 1,Развертка,ГОСТ 883-80,,,3.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13780,2364-0309,34.0,,,38.0,296.0,6.0,3.0,,45.0,,Тип 1,Развертка,ГОСТ 883-80,,,3.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
13781,2364-0311,34.0,,,38.0,321.0,6.0,4.0,,5.0,,Тип 1,Развертка,ГОСТ 883-80,,,3.0,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,
