index,Обозначение,a_,D,d_1_,d_2_,l_,L,f_,z,Конус_Морзе,Исполнение,fi_,Группа,Тип_инструмента,Стандарт,D_1,P,d_,Направление,B,K,Точность,D_2,l_1_,Серия,omega_,r_,D_ном.,D_1_доп.,D_2_доп.,L_1,L_2,L_3,L_3_доп.,Разряд,Тип_хвостовика,l_откл._,L_откл.,r_откл._,l_0_,k_,K_откл.,a_откл._
5305,2300-3306,,13.8,,,54.0,107.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5306,2300-3307,,14.0,,,54.0,107.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5307,2300-3308,,14.25,,,56.0,111.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5308,2300-3309,,14.5,,,56.0,111.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5309,2300-3310,,14.75,,,56.0,111.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5310,2300-3311,,15.0,,,56.0,111.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5311,2300-3312,,15.25,,,58.0,115.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5312,2300-3313,,15.4,,,58.0,115.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5313,2300-3314,,15.5,,,58.0,115.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5314,2300-3315,,15.75,,,58.0,115.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5315,2300-3316,,16.0,,,58.0,115.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5316,2300-3317,,16.25,,,60.0,119.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5317,2300-3318,,16.5,,,60.0,119.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5318,2300-3319,,16.75,,,60.0,119.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5319,2300-3320,,17.0,,,60.0,119.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5320,2300-3321,,17.25,,,62.0,123.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5321,2300-3322,,17.4,,,62.0,123.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5322,2300-3323,,17.5,,,62.0,123.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5323,2300-3324,,17.75,,,62.0,123.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5324,2300-3325,,18.0,,,62.0,123.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5325,2300-3326,,18.25,,,64.0,127.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5326,2300-3327,,18.5,,,64.0,127.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5327,2300-3328,,18.75,,,64.0,127.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5328,2300-3329,,19.0,,,64.0,127.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5329,2300-3330,,19.25,,,66.0,131.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5330,2300-3331,,19.4,,,66.0,131.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5331,2300-3332,,19.5,,,66.0,131.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5332,2300-3333,,19.75,,,66.0,131.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5333,2300-3334,,20.0,,,66.0,131.0,,2.0,,2,35.0,,Сверло,ГОСТ 4010-77,,,,Левые,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
5334,2300-3401,,6.0,,,57.0,93.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5335,2300-3402,,6.0,,,57.0,93.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5336,2300-3403,,6.1,,,63.0,101.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5337,2300-3404,,6.1,,,63.0,101.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5338,2300-3405,,6.2,,,63.0,101.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5339,2300-3406,,6.2,,,63.0,101.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5340,2300-3407,,6.3,,,63.0,101.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5341,2300-3408,,6.3,,,63.0,101.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5342,2300-3409,,6.4,,,63.0,101.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5343,2300-3410,,6.4,,,63.0,101.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5344,2300-3411,,6.5,,,63.0,101.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5345,2300-3412,,6.5,,,63.0,101.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5346,2300-3413,,6.6,,,63.0,101.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5347,2300-3414,,6.6,,,63.0,101.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5348,2300-3415,,6.7,,,63.0,101.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5349,2300-3416,,6.7,,,63.0,101.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5350,2300-3417,,6.8,,,69.0,109.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5351,2300-3418,,6.8,,,69.0,109.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5352,2300-3419,,6.9,,,69.0,109.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5353,2300-3420,,6.9,,,69.0,109.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5354,2300-3421,,7.0,,,69.0,109.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5355,2300-3422,,7.0,,,69.0,109.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5356,2300-3423,,7.1,,,69.0,109.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5357,2300-3424,,7.1,,,69.0,109.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5358,2300-3425,,7.2,,,69.0,109.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5359,2300-3426,,7.2,,,69.0,109.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5360,2300-3427,,7.3,,,69.0,109.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5361,2300-3428,,7.3,,,69.0,109.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5362,2300-3429,,7.5,,,69.0,109.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5363,2300-3430,,7.5,,,69.0,109.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5364,2300-3431,,7.6,,,75.0,117.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5365,2300-3432,,7.6,,,75.0,117.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5366,2300-3433,,7.7,,,75.0,117.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5367,2300-3434,,7.7,,,75.0,117.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5368,2300-3435,,7.8,,,75.0,117.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5369,2300-3436,,7.8,,,75.0,117.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5370,2300-3437,,7.9,,,75.0,117.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5371,2300-3438,,7.9,,,75.0,117.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5372,2300-3439,,8.0,,,75.0,117.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5373,2300-3440,,8.0,,,75.0,117.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5374,2300-3441,,8.1,,,75.0,117.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5375,2300-3442,,8.1,,,75.0,117.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5376,2300-3443,,8.2,,,75.0,117.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5377,2300-3444,,8.2,,,75.0,117.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5378,2300-3445,,8.3,,,75.0,117.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5379,2300-3446,,8.3,,,75.0,117.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5380,2300-3447,,8.4,,,75.0,117.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5381,2300-3448,,8.4,,,75.0,117.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5382,2300-3449,,8.5,,,75.0,117.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5383,2300-3450,,8.5,,,75.0,117.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5384,2300-3451,,8.6,,,81.0,125.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5385,2300-3452,,8.6,,,81.0,125.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5386,2300-3453,,8.7,,,81.0,125.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5387,2300-3454,,8.7,,,81.0,125.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5388,2300-3455,,8.8,,,81.0,125.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5389,2300-3456,,8.8,,,81.0,125.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5390,2300-3457,,8.9,,,81.0,125.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5391,2300-3458,,8.9,,,81.0,125.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5392,2300-3459,,9.0,,,81.0,125.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5393,2300-3460,,9.0,,,81.0,125.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5394,2300-3461,,9.1,,,81.0,125.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5395,2300-3462,,9.1,,,81.0,125.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5396,2300-3463,,9.2,,,81.0,125.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5397,2300-3464,,9.2,,,81.0,125.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5398,2300-3465,,9.3,,,81.0,125.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5399,2300-3466,,9.3,,,81.0,125.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5400,2300-3467,,9.4,,,81.0,125.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5401,2300-3468,,9.4,,,81.0,125.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5402,2300-3469,,9.5,,,81.0,125.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5403,2300-3470,,9.5,,,81.0,125.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5404,2300-3471,,9.6,,,87.0,133.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5405,2300-3472,,9.6,,,87.0,133.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5406,2300-3473,,9.7,,,87.0,133.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5407,2300-3474,,9.7,,,87.0,133.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5408,2300-3475,,9.8,,,87.0,133.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5409,2300-3476,,9.8,,,87.0,133.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5410,2300-3477,,9.9,,,87.0,133.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5411,2300-3478,,9.9,,,87.0,133.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5412,2300-3479,,10.0,,,87.0,133.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5413,2300-3480,,10.0,,,87.0,133.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5414,2300-3481,,10.1,,,87.0,133.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5415,2300-3482,,10.1,,,87.0,133.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5416,2300-3483,,10.2,,,87.0,133.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5417,2300-3484,,10.2,,,87.0,133.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5418,2300-3485,,10.3,,,87.0,133.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5419,2300-3486,,10.3,,,87.0,133.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5420,2300-3487,,10.4,,,87.0,133.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5421,2300-3488,,10.4,,,87.0,133.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5422,2300-3489,,10.5,,,87.0,133.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5423,2300-3490,,10.5,,,87.0,133.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5424,2300-3491,,10.6,,,87.0,133.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5425,2300-3492,,10.6,,,87.0,133.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5426,2300-3493,,10.7,,,94.0,142.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5427,2300-3494,,10.7,,,94.0,142.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5428,2300-3495,,10.8,,,94.0,142.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5429,2300-3496,,10.8,,,94.0,142.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5430,2300-3497,,10.9,,,94.0,142.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5431,2300-3498,,10.9,,,94.0,142.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5432,2300-3499,,11.0,,,94.0,142.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5433,2300-3500,,11.0,,,94.0,142.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5434,2300-3501,,11.1,,,94.0,142.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5435,2300-3502,,11.1,,,94.0,142.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5436,2300-3503,,11.2,,,94.0,142.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5437,2300-3504,,11.2,,,94.0,142.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5438,2300-3505,,11.3,,,94.0,142.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5439,2300-3506,,11.3,,,94.0,142.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5440,2300-3507,,11.4,,,94.0,142.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5441,2300-3508,,11.4,,,94.0,142.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5442,2300-3509,,11.5,,,94.0,142.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5443,2300-3510,,11.5,,,94.0,142.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5444,2300-3511,,11.7,,,94.0,142.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5445,2300-3512,,11.7,,,94.0,142.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5446,2300-3513,,11.8,,,94.0,142.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5447,2300-3514,,11.8,,,94.0,142.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5448,2300-3515,,11.9,,,101.0,151.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5449,2300-3516,,11.9,,,101.0,151.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5450,2300-3517,,12.0,,,101.0,151.0,,2.0,,1,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5451,2300-3518,,12.0,,,101.0,151.0,,2.0,,2,59.0,,Сверло,ГОСТ 10902-77,,,,Правые,,,A1,,,,,,,,,,,,,,,,,,,,,
5452,2300-3601,,1.5,4.0,,5.0,35.0,,2.0,,,60.0,,Сверло,ГОСТ 17273-71,,,,Правые,,,,,,,,,,,,,,,,,,,,,,,,
5453,2300-3602,,1.5,4.0,,5.0,35.0,,2.0,,,60.0,,Сверло,ГОСТ 17273-71,,,,Левые,,,,,,,,,,,,,,,,,,,,,,,,
5454,2300-3603,,1.55,4.0,,5.0,35.0,,2.0,,,60.0,,Сверло,ГОСТ 17273-71,,,,Правые,,,,,,,,,,,,,,,,,,,,,,,,
5455,2300-3604,,1.55,4.0,,5.0,35.0,,2.0,,,60.0,,Сверло,ГОСТ 17273-71,,,,Левые,,,,,,,,,,,,,,,,,,,,,,,,
5456,2300-3605,,1.6,4.0,,5.0,35.0,,2.0,,,60.0,,Сверло,ГОСТ 17273-71,,,,Правые,,,,,,,,,,,,,,,,,,,,,,,,
5457,2300-3606,,1.6,4.0,,5.0,35.0,,2.0,,,60.0,,Сверло,ГОСТ 17273-71,,,,Левые,,,,,,,,,,,,,,,,,,,,,,,,
5458,2300-3607,,1.65,4.0,,5.0,35.0,,2.0,,,60.0,,Сверло,ГОСТ 17273-71,,,,Правые,,,,,,,,,,,,,,,,,,,,,,,,
5459,2300-3608,,1.65,4.0,,5.0,35.0,,2.0,,,60.0,,Сверло,ГОСТ 17273-71,,,,Левые,,,,,,,,,,,,,,,,,,,,,,,,
5460,2300-3609,,1.7,4.0,,5.0,35.0,,2.0,,,60.0,,Сверло,ГОСТ 17273-71,,,,Правые,,,,,,,,,,,,,,,,,,,,,,,,
5461,2300-3610,,1.7,4.0,,5.0,35.0,,2.0,,,60.0,,Сверло,ГОСТ 17273-71,,,,Левые,,,,,,,,,,,,,,,,,,,,,,,,
